x,y,z,cluster
4.0963,2.264,2.5418,Alpha
3.2798,2.5152,3.7744,Alpha
5.0003,1.4538,2.9694,Alpha
5.0196,1.3055,2.605,Alpha
5.9898,0.7037,2.1133,Alpha
3.8984,3.5891,2.3946,Alpha
2.4685,2.3309,1.8688,Alpha
3.936,1.3116,4.7495,Alpha
4.5073,3.7049,2.8652,Alpha
1.3019,-1.3217,0.6725,Alpha
6.6364,0.2938,4.0067,Alpha
2.5265,3.3198,3.0362,Alpha
2.392,4.6736,2.6601,Alpha
3.6344,2.8998,2.3806,Alpha
2.905,1.7346,3.6087,Alpha
5.2647,0.3459,0.5801,Alpha
3.5203,3.9891,3.3747,Alpha
2.8631,1.0391,4.193,Alpha
4.3089,0.9376,4.4722,Alpha
4.629,3.2805,4.1529,Alpha
3.8207,1.5621,2.9203,Alpha
4.9134,3.5889,2.2499,Alpha
1.9561,0.6261,4.8272,Alpha
5.7849,4.2231,3.522,Alpha
3.8674,3.8842,3.3242,Alpha
3.3556,3.6423,2.8143,Alpha
1.3567,4.8209,4.6446,Alpha
4.3751,3.5505,2.5295,Alpha
3.3468,1.5375,3.7597,Alpha
4.3625,4.0789,1.2543,Alpha
4.8584,5.2678,2.9607,Alpha
4.3908,2.0301,3.6951,Alpha
1.2648,1.7797,2.9633,Alpha
5.9694,1.3324,1.819,Alpha
3.5483,3.5335,2.8939,Alpha
4.6184,0.5052,2.0132,Alpha
3.5986,3.7352,1.4172,Alpha
2.6174,3.2629,3.7214,Alpha
3.6731,2.9843,4.3183,Alpha
4.316,3.2513,1.6428,Alpha
4.223,5.3519,2.781,Alpha
3.4947,3.5376,2.2174,Alpha
4.3919,3.0684,3.1869,Alpha
4.3092,3.2724,4.0405,Alpha
3.5954,2.3506,2.6106,Alpha
2.965,2.9848,4.1849,Alpha
3.2565,3.6383,2.6905,Alpha
5.4867,2.3454,2.8071,Alpha
3.3776,5.1019,4.1386,Alpha
4.9271,4.8873,2.5775,Alpha
5.6857,3.6637,2.6369,Alpha
3.0729,3.7704,3.3043,Alpha
4.7366,3.5117,3.023,Alpha
3.1031,3.1536,2.7526,Alpha
4.9087,2.9661,3.1035,Alpha
3.1571,2.5651,4.2094,Alpha
4.5524,6.2966,4.1816,Alpha
3.2132,5.366,2.1302,Alpha
3.3098,2.066,2.8003,Alpha
5.3847,4.0298,2.2707,Alpha
1.8356,2.4352,2.3964,Alpha
4.2935,4.1593,1.6825,Alpha
4.2981,1.3942,1.1969,Alpha
3.1734,2.8041,4.4762,Alpha
3.0827,4.0213,2.5638,Alpha
6.1121,4.4962,2.1352,Alpha
3.6964,4.5092,3.3068,Alpha
1.6292,1.5571,2.5409,Alpha
3.5603,1.7933,2.2841,Alpha
3.3186,4.0986,4.5111,Alpha
4.1237,5.7416,3.7307,Alpha
2.3002,3.1256,1.712,Alpha
2.2811,2.7351,4.5352,Alpha
3.7257,5.6182,1.726,Alpha
1.7453,1.87,1.9767,Alpha
3.76,3.7345,1.8843,Alpha
4.0678,3.9749,2.2668,Alpha
3.2042,3.9626,2.0592,Alpha
2.9661,2.3838,4.1699,Alpha
2.5057,4.3413,3.5169,Alpha
7.4455,3.0344,2.7886,Alpha
4.7685,-0.2165,4.3226,Alpha
5.078,4.0975,1.8139,Alpha
3.6001,1.5838,0.7607,Alpha
2.9965,3.6838,2.0451,Alpha
5.7905,0.6252,2.8519,Alpha
4.9021,4.4605,4.265,Alpha
4.3702,0.6527,3.8724,Alpha
3.3732,2.5467,2.6674,Alpha
4.4,3.341,3.475,Alpha
3.8245,1.6935,4.0498,Alpha
4.443,7.0283,3.4435,Alpha
6.1973,2.9102,2.6375,Alpha
3.3357,3.3066,2.9173,Alpha
4.3431,2.393,4.5919,Alpha
4.8045,3.3939,3.8177,Alpha
5.5396,3.4507,1.7553,Alpha
3.0311,1.8504,3.0853,Alpha
2.0136,0.2607,3.6627,Alpha
1.9845,4.6856,2.9946,Alpha
4.7005,3.9258,1.9823,Alpha
4.1587,2.6131,4.5778,Alpha
3.4643,1.1438,2.3395,Alpha
4.3517,1.0331,3.8359,Alpha
5.1546,2.9332,0.5681,Alpha
4.2337,1.7477,4.3554,Alpha
3.7068,2.7227,2.6808,Alpha
4.5013,3.3933,2.3084,Alpha
5.8893,3.5946,3.5929,Alpha
3.2809,1.6333,2.67,Alpha
3.7045,5.3243,1.9091,Alpha
5.1062,4.6949,2.0981,Alpha
1.1642,2.783,1.4911,Alpha
3.6175,2.637,4.1008,Alpha
2.5336,3.4637,2.0717,Alpha
1.4904,5.3564,3.0768,Alpha
4.3429,3.5585,3.5164,Alpha
3.2696,-0.9055,3.8666,Alpha
3.5496,0.0923,3.4703,Alpha
2.4735,4.5571,3.8488,Alpha
4.6963,1.3147,2.6381,Alpha
3.9299,1.4163,2.0638,Alpha
4.1239,4.6841,5.3314,Alpha
2.0761,2.6941,0.8734,Alpha
4.0364,2.0095,2.4304,Alpha
3.7932,1.5653,3.2423,Alpha
3.9468,2.4759,4.236,Alpha
3.8206,4.0593,3.4878,Alpha
3.8787,2.91,4.1543,Alpha
3.3181,2.5376,2.8083,Alpha
2.0293,2.4796,4.8032,Alpha
3.9103,0.5418,0.8474,Alpha
7.2386,5.6582,0.294,Alpha
5.1035,3.7499,2.6006,Alpha
5.7164,4.6123,4.4069,Alpha
3.4293,3.2218,3.7274,Alpha
2.869,5.5163,3.0952,Alpha
4.3768,1.8414,2.3243,Alpha
5.5378,1.6357,2.5632,Alpha
4.9788,1.293,3.8023,Alpha
4.6402,2.5434,5.1011,Alpha
4.0047,2.6629,1.8032,Alpha
0.771,3.1679,3.3386,Alpha
1.3016,1.4464,3.3818,Alpha
5.1779,3.6601,3.9206,Alpha
2.7894,1.4816,2.8117,Alpha
4.2329,2.0511,4.1254,Alpha
1.3315,3.1847,1.7239,Alpha
4.027,3.5885,4.3872,Alpha
1.0682,3.309,1.9021,Alpha
5.8868,1.519,3.1942,Alpha
3.6589,4.4642,4.1723,Alpha
2.8517,1.93,3.6786,Alpha
2.8281,6.2713,3.9079,Alpha
2.326,3.434,3.5299,Alpha
4.4503,3.1176,3.2148,Alpha
4.4995,3.309,2.1957,Alpha
5.9349,2.522,2.4332,Alpha
1.3388,2.7266,2.0629,Alpha
0.9473,4.5417,3.107,Alpha
4.2582,3.8575,2.3536,Alpha
4.9174,4.7141,3.8659,Alpha
4.5927,4.2095,2.4439,Alpha
4.2043,2.8863,4.8321,Alpha
3.2751,3.3015,3.6404,Alpha
4.294,1.4393,2.3054,Alpha
3.3249,1.148,2.7857,Alpha
4.9933,1.0284,3.4765,Alpha
3.8782,2.3975,2.788,Alpha
4.5177,0.983,3.5604,Alpha
3.8214,2.0878,2.6069,Alpha
3.3594,4.3503,3.7674,Alpha
2.1932,5.0024,4.5745,Alpha
4.8602,4.5095,3.5366,Alpha
1.7213,2.6162,3.7869,Alpha
5.3538,2.2416,3.2826,Alpha
4.6507,3.0594,4.2256,Alpha
3.7768,2.8627,1.5494,Alpha
4.4427,0.711,3.1399,Alpha
3.2043,0.3109,2.8407,Alpha
2.3252,2.617,3.8102,Alpha
2.0623,0.6292,3.1417,Alpha
4.2143,1.1205,6.3414,Alpha
5.8705,2.6306,3.5376,Alpha
6.7907,2.1613,1.1474,Alpha
1.3748,2.1589,2.0579,Alpha
3.7558,4.1357,2.5084,Alpha
3.1271,2.4247,4.5032,Alpha
2.5306,3.9443,5.0834,Alpha
5.3754,3.1721,1.7346,Alpha
4.0465,1.28,2.936,Alpha
4.638,4.0366,3.4322,Alpha
2.4002,3.4242,3.6181,Alpha
2.7903,3.1185,2.6506,Alpha
6.7522,1.0068,2.6581,Alpha
2.489,1.7022,2.4448,Alpha
4.0313,2.831,3.3165,Alpha
6.2164,1.7068,3.0167,Alpha
2.4022,2.1018,2.5321,Alpha
4.553,0.3172,2.1997,Alpha
5.6574,4.5415,3.8158,Alpha
3.2664,0.6866,4.1206,Alpha
4.6219,3.2174,2.1324,Alpha
4.78,5.3304,4.5397,Alpha
2.7409,3.4557,2.5466,Alpha
5.6799,2.1074,1.1785,Alpha
4.0696,2.3587,3.9242,Alpha
1.6577,3.0371,3.493,Alpha
4.6901,2.5792,2.6928,Alpha
2.5127,5.7082,3.9752,Alpha
4.6855,2.587,1.8157,Alpha
3.7995,1.9192,2.9733,Alpha
6.4274,2.8954,2.6859,Alpha
3.7126,4.3154,3.4849,Alpha
5.3639,3.4768,3.6247,Alpha
5.1233,4.6891,4.6295,Alpha
4.019,5.7264,0.732,Alpha
4.6846,4.7488,2.5155,Alpha
2.872,4.3517,3.2677,Alpha
4.5653,3.2119,1.0518,Alpha
5.7131,2.3987,4.7101,Alpha
4.9636,1.8933,4.01,Alpha
4.0066,1.1881,3.3064,Alpha
2.2918,1.9167,2.7985,Alpha
6.4697,3.3043,6.4642,Alpha
3.3365,4.2949,1.2522,Alpha
5.3975,4.3171,2.1709,Alpha
0.7717,5.7996,1.2685,Alpha
5.4306,3.1144,3.2815,Alpha
5.4424,3.9421,4.5928,Alpha
3.1685,2.2667,3.3815,Alpha
2.853,2.2807,2.8841,Alpha
2.7872,3.6994,4.1003,Alpha
4.3608,1.3312,2.419,Alpha
6.0427,3.6713,2.9434,Alpha
5.2515,3.638,2.3235,Alpha
4.8704,3.2616,3.3858,Alpha
3.5921,4.8796,2.8814,Alpha
2.4131,2.7015,1.967,Alpha
3.1795,1.9471,5.0311,Alpha
3.342,3.1527,3.7388,Alpha
4.8008,3.293,2.8231,Alpha
5.014,3.3689,2.6581,Alpha
2.246,1.9192,2.7137,Alpha
4.2103,1.7525,4.0046,Alpha
2.4451,3.601,3.5387,Alpha
2.3846,3.3005,2.2402,Alpha
5.3443,4.0935,4.7706,Alpha
2.3557,7.1437,3.2434,Alpha
4.7662,1.0103,3.9456,Alpha
4.2263,3.9413,2.8753,Alpha
6.7838,4.0928,3.0175,Alpha
5.2433,1.0618,2.3742,Alpha
4.7203,3.1217,3.5243,Alpha
4.4909,2.2852,2.7355,Alpha
2.7855,2.4468,2.9801,Alpha
2.8721,4.8527,3.9275,Alpha
2.9002,2.9802,3.615,Alpha
3.7752,2.6637,3.4788,Alpha
4.0526,4.0898,2.8373,Alpha
3.9826,2.2999,3.8628,Alpha
5.4685,-0.919,3.0221,Alpha
3.7338,2.9411,1.6871,Alpha
6.4027,1.0482,1.8863,Alpha
3.7664,0.4836,2.4067,Alpha
4.8934,3.1445,2.6687,Alpha
3.5972,3.6028,3.2831,Alpha
3.3683,3.0173,0.9691,Alpha
1.5234,2.7134,0.6033,Alpha
3.1868,1.9214,3.8577,Alpha
5.8898,2.5955,2.9817,Alpha
5.2834,1.7783,1.3251,Alpha
4.3588,6.9552,2.9841,Alpha
6.1971,3.4291,3.9883,Alpha
2.897,2.68,1.8839,Alpha
5.8886,2.1583,0.6412,Alpha
2.3666,4.162,3.4295,Alpha
5.5422,4.9916,4.1068,Alpha
4.9443,3.589,3.0195,Alpha
5.3705,2.0883,2.824,Alpha
3.8326,2.6053,2.4642,Alpha
3.2979,3.051,3.0462,Alpha
6.0735,4.3301,2.1544,Alpha
5.4019,4.6192,3.8638,Alpha
1.1147,2.374,2.6641,Alpha
4.4795,2.643,5.2677,Alpha
4.2416,4.0118,2.1016,Alpha
3.6206,2.4733,2.0769,Alpha
4.1829,5.018,4.6794,Alpha
5.1702,2.4864,2.5033,Alpha
1.7563,1.4751,1.5801,Alpha
3.0098,4.3744,3.2941,Alpha
4.3297,0.8333,4.7564,Alpha
3.395,-0.1152,3.1274,Alpha
1.6385,2.6825,4.8257,Alpha
3.3455,4.1042,3.5189,Alpha
3.4237,0.568,5.3573,Alpha
6.4612,3.6583,3.1749,Alpha
1.7039,4.3081,3.4488,Alpha
6.6907,2.3746,2.1033,Alpha
2.4315,2.5849,3.0423,Alpha
5.4541,1.5633,3.9487,Alpha
2.2149,2.8667,0.5404,Alpha
3.425,2.6171,4.1535,Alpha
4.2311,2.8111,3.2297,Alpha
3.4483,2.7815,1.0715,Alpha
3.3213,3.3968,2.8615,Alpha
3.5957,5.822,3.6894,Alpha
3.3817,4.1135,2.3136,Alpha
3.4769,2.0035,1.6161,Alpha
7.0854,-0.1195,4.2065,Alpha
3.2968,3.6888,3.482,Alpha
3.8595,2.4132,2.5664,Alpha
3.0726,2.5518,2.3815,Alpha
3.0641,2.618,2.1463,Alpha
5.4087,1.8244,4.5698,Alpha
4.7834,3.9641,3.7825,Alpha
3.8901,2.3579,4.0457,Alpha
4.1623,3.9655,4.3131,Alpha
4.3195,2.9443,1.385,Alpha
5.0729,3.1998,1.0464,Alpha
3.9929,0.6228,3.5959,Alpha
5.7713,6.7258,3.6096,Alpha
3.1514,3.7917,2.9261,Alpha
3.2339,1.8608,1.8515,Alpha
2.915,2.699,2.4778,Alpha
6.2994,1.9532,1.469,Alpha
2.7622,0.3087,3.4418,Alpha
5.3705,3.465,2.8084,Alpha
4.22,3.9007,2.9733,Alpha
4.0404,4.087,4.7113,Alpha
4.2478,1.5457,3.5863,Alpha
2.9267,2.0633,2.6021,Alpha
3.8257,3.5383,3.0324,Alpha
6.4981,2.285,1.6751,Alpha
2.4303,0.1274,3.2122,Alpha
3.5325,3.3395,3.0378,Alpha
3.922,2.8796,-0.1969,Alpha
4.9052,3.2185,5.6742,Alpha
3.4655,2.4143,4.124,Alpha
2.4332,1.2714,2.2942,Alpha
3.2828,2.712,2.9013,Alpha
6.5683,3.5931,3.858,Alpha
3.4987,2.371,3.1547,Alpha
4.9733,1.7689,2.8499,Alpha
4.1565,4.7472,3.0641,Alpha
5.3593,1.9395,2.6398,Alpha
4.9181,4.2714,3.0891,Alpha
1.578,1.9431,4.5265,Alpha
4.3115,2.194,3.2746,Alpha
5.1855,4.0136,4.7836,Alpha
3.8975,2.3646,2.6067,Alpha
4.3683,2.0391,2.5419,Alpha
2.0983,5.0013,2.3822,Alpha
3.6039,0.9011,2.2454,Alpha
2.8895,1.9411,2.3709,Alpha
2.9195,4.1021,1.4456,Alpha
5.4405,0.5544,1.9003,Alpha
6.0456,4.386,1.1193,Alpha
2.3725,3.9349,0.9491,Alpha
4.1599,0.949,2.0688,Alpha
3.3585,2.6368,2.3998,Alpha
4.076,2.886,1.3275,Alpha
5.5444,5.1717,3.3108,Alpha
4.0872,1.8412,3.3485,Alpha
4.6302,5.0356,3.1832,Alpha
3.4607,0.9304,3.5789,Alpha
5.0418,2.6441,2.9276,Alpha
2.8278,5.339,2.6214,Alpha
6.6631,1.353,4.4382,Alpha
3.5391,2.81,3.7381,Alpha
4.0559,3.1285,4.0807,Alpha
4.5932,3.253,2.3135,Alpha
5.2632,4.2612,3.8542,Alpha
3.3899,3.9828,2.8372,Alpha
4.1027,3.4009,4.3271,Alpha
4.0381,0.7974,4.2059,Alpha
3.7382,0.9045,3.3023,Alpha
3.835,2.0382,1.8498,Alpha
3.9431,3.7316,3.0287,Alpha
3.5511,2.3982,2.9031,Alpha
3.4849,4.5103,3.7538,Alpha
3.6738,1.676,2.6233,Alpha
3.8727,2.1036,2.9685,Alpha
3.7613,2.8149,3.0517,Alpha
5.9768,3.8003,3.034,Alpha
3.4179,2.8238,2.7496,Alpha
2.8852,0.7569,2.8834,Alpha
4.2522,2.9858,4.8461,Alpha
3.3744,2.8776,3.7252,Alpha
4.8066,5.2697,0.1798,Alpha
2.3842,2.6942,3.339,Alpha
4.2698,5.3737,3.9069,Alpha
4.2177,1.6033,3.8991,Alpha
4.2484,3.5137,2.6078,Alpha
4.1567,6.6562,3.2731,Alpha
2.0764,2.3439,2.092,Alpha
1.4692,3.5012,1.4354,Alpha
3.2278,5.2611,0.9161,Alpha
3.9382,4.143,3.1159,Alpha
5.7663,0.2853,4.4263,Alpha
3.132,2.0791,2.6392,Alpha
3.089,2.9337,4.8756,Alpha
4.6307,3.8725,2.8865,Alpha
3.6895,3.5104,1.5246,Alpha
4.3875,3.5821,2.155,Alpha
2.987,2.396,1.7168,Alpha
6.4874,3.8583,4.4,Alpha
6.6911,2.7958,3.7354,Alpha
2.1156,4.3885,2.0241,Alpha
3.2791,2.9888,3.0619,Alpha
5.2398,2.0987,4.3831,Alpha
4.2729,2.7713,3.7223,Alpha
3.137,1.6001,1.9953,Alpha
2.4385,2.0918,1.7675,Alpha
6.5234,4.5438,1.7409,Alpha
2.9836,1.8833,3.7538,Alpha
4.7734,-0.4656,3.919,Alpha
3.4601,1.8001,4.4492,Alpha
2.3886,5.2,3.982,Alpha
4.9542,3.8698,3.284,Alpha
2.5769,1.6346,1.0285,Alpha
3.6079,1.7389,2.5678,Alpha
4.1634,4.4956,2.6706,Alpha
3.561,1.4136,2.3182,Alpha
3.787,2.3751,4.0346,Alpha
4.1773,3.5397,3.5696,Alpha
4.1893,3.4599,3.916,Alpha
3.1373,2.1939,3.0418,Alpha
3.9124,1.24,3.2746,Alpha
2.7252,3.4243,2.2889,Alpha
1.5001,4.0826,2.2188,Alpha
3.9909,2.5186,3.4107,Alpha
3.7758,0.7885,2.7901,Alpha
5.3699,2.9469,2.3113,Alpha
3.6562,-0.7589,2.5843,Alpha
3.8351,3.2175,2.4632,Alpha
3.8401,2.6264,3.1853,Alpha
4.1213,2.9488,1.9807,Alpha
4.5935,3.3709,2.4589,Alpha
2.9046,3.2216,3.5909,Alpha
2.1379,5.4265,2.1931,Alpha
2.3846,2.6229,3.5084,Alpha
2.8949,1.5393,3.8879,Alpha
5.0454,4.0461,1.9073,Alpha
5.369,1.7818,3.0531,Alpha
4.3171,1.7697,2.9494,Alpha
4.365,4.5099,2.703,Alpha
6.8569,2.8565,1.7887,Alpha
6.0776,3.4862,4.085,Alpha
4.2598,3.3704,1.8169,Alpha
4.6523,3.478,2.3939,Alpha
1.741,2.547,3.3417,Alpha
4.3222,4.2509,3.7033,Alpha
5.0327,4.5233,2.4369,Alpha
3.7777,2.4952,2.327,Alpha
0.4764,3.4564,2.6518,Alpha
4.9424,0.818,3.5215,Alpha
1.5738,4.7555,2.3262,Alpha
2.1299,4.6955,3.2965,Alpha
1.4485,1.0281,3.3924,Alpha
5.0752,1.3317,2.4784,Alpha
2.9152,4.2595,3.443,Alpha
5.0399,2.6624,3.1869,Alpha
5.5771,3.7298,2.0173,Alpha
3.2846,4.1355,5.6895,Alpha
5.2239,1.2876,2.5003,Alpha
2.3772,2.9461,3.66,Alpha
4.3646,2.4272,3.7933,Alpha
4.7862,2.4725,1.2797,Alpha
3.8346,3.8624,2.9478,Alpha
3.4175,3.2096,1.452,Alpha
4.7732,4.0622,1.6802,Alpha
6.2225,3.4724,3.1958,Alpha
4.3325,3.8882,6.2815,Alpha
4.676,3.233,3.3976,Alpha
5.5874,3.5154,2.1126,Alpha
6.2241,2.4671,4.0077,Alpha
5.8853,2.2795,4.6901,Alpha
3.4918,2.8402,3.144,Alpha
4.7252,3.6981,1.5451,Alpha
3.0974,2.027,1.6272,Alpha
3.6765,3.845,0.9971,Alpha
3.4096,1.702,3.7804,Alpha
4.1701,0.9714,2.5625,Alpha
3.5728,3.9383,2.498,Alpha
4.3228,3.2832,2.6722,Alpha
2.33,1.9181,2.8878,Alpha
5.2052,2.8599,4.9514,Alpha
3.6814,2.3663,3.9861,Alpha
4.7594,2.2589,3.8676,Alpha
3.7121,3.9706,3.6625,Alpha
6.0201,2.9204,3.735,Alpha
3.945,3.689,1.2161,Alpha
6.2971,4.7013,3.2963,Alpha
6.3525,2.4757,2.8804,Alpha
2.9585,3.3802,2.3609,Alpha
2.6887,4.0512,3.3642,Alpha
4.2306,3.5121,1.4132,Alpha
3.4048,4.2031,1.5893,Alpha
2.4849,2.3081,2.339,Alpha
4.0854,2.0148,2.4697,Alpha
5.1659,2.1615,2.2281,Alpha
4.1769,0.5425,2.0843,Alpha
2.7987,3.7993,4.9166,Alpha
1.7613,2.0704,3.2412,Alpha
4.5845,1.3842,6.0827,Alpha
2.5603,3.8672,3.4986,Alpha
3.3725,3.9717,1.8849,Alpha
5.3967,5.4927,4.3707,Alpha
2.6951,3.3275,3.1935,Alpha
4.5783,1.8916,3.8254,Alpha
3.9665,1.764,3.0164,Alpha
3.5566,3.9403,4.663,Alpha
6.0267,3.8718,4.4879,Alpha
4.4355,5.0166,1.5578,Alpha
3.3873,4.861,3.0746,Alpha
4.9119,0.9652,3.6801,Alpha
4.6484,3.6048,4.2044,Alpha
2.9052,3.1999,2.1836,Alpha
6.1354,3.0173,3.5001,Alpha
4.1114,1.2215,1.6701,Alpha
3.5157,3.091,3.5138,Alpha
4.0974,4.0638,2.7601,Alpha
6.2465,1.4717,1.1049,Alpha
3.451,2.0332,3.2998,Alpha
3.585,3.0151,3.5038,Alpha
4.9046,-0.131,2.3603,Alpha
2.8562,2.7326,2.2197,Alpha
5.8746,4.0126,3.2068,Alpha
4.2177,2.6892,0.8309,Alpha
5.8373,3.2301,3.9819,Alpha
2.3154,4.7064,3.1766,Alpha
3.4752,0.222,2.0845,Alpha
4.452,3.2408,4.8972,Alpha
3.2943,2.4955,2.8677,Alpha
6.7902,4.2428,0.9177,Alpha
4.0576,3.8109,2.8297,Alpha
5.2759,3.55,2.1612,Alpha
6.2828,4.4855,3.4559,Alpha
4.4251,4.1706,3.0036,Alpha
3.0859,3.1627,2.8124,Alpha
4.4668,3.3351,-0.1913,Alpha
4.5742,2.983,4.5056,Alpha
4.7779,2.3567,3.9254,Alpha
2.7219,2.5289,4.8874,Alpha
2.7374,3.7346,4.9469,Alpha
0.8195,2.3974,3.9007,Alpha
5.4165,2.5719,2.4439,Alpha
4.636,3.8885,2.155,Alpha
3.6602,1.6495,5.6596,Alpha
3.1851,2.8251,2.79,Alpha
4.9573,1.698,1.7156,Alpha
4.9838,3.6914,4.5422,Alpha
2.9622,2.8271,0.1691,Alpha
4.9843,3.6281,2.977,Alpha
3.963,1.1927,3.3876,Alpha
2.6326,3.8518,3.4638,Alpha
1.8609,2.429,2.3483,Alpha
2.9229,2.1847,2.9851,Alpha
3.6719,4.1968,2.9085,Alpha
3.1885,0.813,3.6063,Alpha
2.6607,3.1107,3.091,Alpha
3.6513,3.7181,4.4699,Alpha
1.9332,1.9739,3.5114,Alpha
3.3249,0.8096,1.4243,Alpha
5.1603,1.3146,1.2661,Alpha
3.5217,2.0275,2.5153,Alpha
3.0994,2.4784,2.5853,Alpha
4.513,3.0031,0.1602,Alpha
1.872,3.719,1.9956,Alpha
5.5964,3.5061,5.2485,Alpha
2.67,0.3836,1.376,Alpha
5.6782,1.116,0.6767,Alpha
1.8348,2.1479,2.2974,Alpha
4.3659,1.1701,2.65,Alpha
2.1253,3.6617,4.1649,Alpha
3.964,1.8916,3.9785,Alpha
2.2375,4.1096,2.7293,Alpha
4.1122,4.4675,3.9463,Alpha
4.116,2.296,4.1361,Alpha
4.8572,3.3498,1.9477,Alpha
3.8467,3.6271,2.8618,Alpha
2.1464,1.4097,4.2977,Alpha
0.8868,3.4446,2.8301,Alpha
2.8864,1.4511,2.9266,Alpha
6.2132,2.7681,3.44,Alpha
4.7398,3.0372,3.4213,Alpha
3.2261,5.8616,1.5056,Alpha
3.6229,3.696,2.9903,Alpha
4.8347,2.1065,2.6199,Alpha
3.6697,3.8518,2.5475,Alpha
3.3329,-0.2024,3.8139,Alpha
5.3453,2.9328,3.0806,Alpha
5.3569,1.6959,5.1433,Alpha
1.7475,3.6991,2.3207,Alpha
6.84,2.0258,3.3683,Alpha
3.5525,3.3857,2.3206,Alpha
4.2846,4.021,3.5736,Alpha
3.51,4.9849,5.8034,Alpha
6.818,2.8854,3.5421,Alpha
2.7167,3.9058,4.0807,Alpha
2.4218,1.4722,2.6742,Alpha
3.4978,2.148,3.1737,Alpha
5.3614,2.2565,3.1277,Alpha
4.6824,5.0237,1.4787,Alpha
2.7964,2.7801,4.0368,Alpha
1.5718,4.5836,3.8633,Alpha
2.0375,2.8262,2.0299,Alpha
3.8962,2.5584,4.4412,Alpha
4.4587,2.3174,2.3423,Alpha
6.5457,2.2786,3.9442,Alpha
1.0518,4.0706,1.8911,Alpha
3.0484,1.8204,3.3347,Alpha
6.3188,3.1184,5.0933,Alpha
1.9439,3.2917,3.9743,Alpha
5.1285,1.963,3.0895,Alpha
4.2633,4.7015,4.0255,Alpha
3.7691,2.499,2.7041,Alpha
3.8847,3.4263,1.8511,Alpha
4.495,4.1695,3.0827,Alpha
7.5556,1.9385,2.2031,Alpha
5.1434,4.0174,1.3664,Alpha
5.7075,2.6738,2.1416,Alpha
2.0684,2.4454,3.5265,Alpha
2.7863,2.9723,2.047,Alpha
3.5872,1.9417,2.8158,Alpha
7.0605,2.8621,4.6166,Alpha
2.1144,2.81,2.3564,Alpha
4.6681,3.6006,2.1559,Alpha
3.4688,2.5761,4.165,Alpha
0.4649,2.8712,1.7453,Alpha
3.1298,1.0521,3.2118,Alpha
4.8882,2.6318,2.8395,Alpha
5.8478,3.2325,1.5918,Alpha
2.4667,1.2013,2.2726,Alpha
3.9436,3.2054,4.4732,Alpha
5.1824,3.1451,3.0569,Alpha
3.7111,1.9186,4.3184,Alpha
3.1072,1.0502,3.975,Alpha
4.4136,0.9991,3.2602,Alpha
4.8856,3.6172,2.5835,Alpha
4.2853,0.9317,1.5432,Alpha
4.1002,1.1616,2.6249,Alpha
5.0074,1.0115,5.6485,Alpha
3.4938,3.7986,3.1727,Alpha
3.3898,3.0199,4.1203,Alpha
3.5212,2.8993,4.7351,Alpha
3.2388,3.641,2.4653,Alpha
3.727,3.3102,2.4048,Alpha
3.3237,5.7543,3.9038,Alpha
4.3619,4.4763,3.2392,Alpha
4.2248,1.8049,3.5922,Alpha
3.9163,3.701,3.5115,Alpha
4.1528,4.2403,4.4817,Alpha
5.3181,4.0469,3.9492,Alpha
5.4825,2.6325,1.9244,Alpha
6.313,3.5151,2.0394,Alpha
1.3328,5.3966,2.4039,Alpha
2.2042,3.3858,3.2086,Alpha
4.3347,4.8782,1.4077,Alpha
3.7905,3.259,4.3499,Alpha
6.0326,2.3143,2.7803,Alpha
5.0177,0.264,2.0817,Alpha
4.1786,2.986,3.0913,Alpha
5.7955,6.4752,1.4277,Alpha
6.7952,3.6609,1.588,Alpha
1.7213,4.7989,3.4634,Alpha
1.1155,3.7301,2.0065,Alpha
6.0307,2.0892,1.9254,Alpha
2.7008,0.2354,2.0585,Alpha
3.9698,2.047,1.1471,Alpha
2.5542,0.3086,1.8867,Alpha
3.9407,3.8638,2.5283,Alpha
4.93,3.9706,1.9219,Alpha
5.4208,3.3802,2.3999,Alpha
3.7626,3.2476,2.9326,Alpha
1.9428,1.7081,4.8165,Alpha
2.0627,4.0141,2.3453,Alpha
3.6214,2.6495,5.0483,Alpha
3.8827,3.3996,1.3904,Alpha
6.1458,2.3872,1.258,Alpha
3.4186,4.9327,3.7816,Alpha
4.864,4.7425,2.0796,Alpha
5.2129,4.1324,3.8538,Alpha
5.0947,5.7638,2.1887,Alpha
5.9006,3.7248,3.8134,Alpha
5.2286,4.0417,4.362,Alpha
6.2979,3.6687,2.5798,Alpha
4.4414,2.4262,2.9843,Alpha
2.9122,3.24,2.0506,Alpha
1.8293,0.423,2.0927,Alpha
4.206,1.3312,2.7745,Alpha
5.7306,1.5685,2.2041,Alpha
1.3364,1.6618,3.6451,Alpha
4.5155,3.0382,3.832,Alpha
1.2159,4.7179,3.2055,Alpha
3.7065,3.4667,3.4662,Alpha
3.6044,2.7658,3.2129,Alpha
2.8188,0.4516,2.9515,Alpha
4.1842,1.1784,2.8702,Alpha
4.2721,2.5347,3.2515,Alpha
5.8182,3.7913,1.9025,Alpha
4.8417,4.9154,2.7971,Alpha
4.3525,2.0811,1.9556,Alpha
3.6704,4.2642,4.3823,Alpha
4.0466,2.8074,2.3258,Alpha
4.3189,2.3127,3.886,Alpha
4.7754,3.0424,2.5729,Alpha
