x,y,z,intensity
4.4528,-9.0507,-0.0499,0.07906
-0.367,-4.6381,-0.2676,0.27976
1.7881,-1.8864,0.386,0.34015
-1.0946,3.5029,-0.7391,0.35447
7.5803,2.9435,-0.0799,0.09531
3.3404,-1.0973,0.0297,0.5581
-0.9715,2.8257,-1.306,0.57368
3.535,-4.7726,-0.4258,0.22897
4.511,1.4488,0.3124,0.37652
-2.455,4.4588,0.7073,0.32281
-2.4749,-2.4027,-0.6735,0.50602
-8.9887,3.5345,-0.1288,0.06885
-0.9036,-8.3707,-0.32,0.07427
-1.6641,-1.2578,-1.0132,0.37188
1.7052,6.2976,-0.1414,0.15549
-5.9466,1.2997,0.0957,0.15048
8.4801,0.4269,-0.1385,0.14261
0.2485,-2.5224,0.5154,0.50062
-6.14,-1.4824,-0.5798,0.22237
1.6786,-4.65,-0.3499,0.26104
4.1298,3.7594,0.2064,0.18252
-0.0255,-8.721,-0.271,0.14692
7.2535,4.0816,0.1638,0.08539
-3.8077,6.8264,0.2462,0.11485
-1.0774,-7.2123,-0.1519,0.16912
0.4389,0.655,0.0314,0.98654
-7.8877,5.0745,0.0428,0.03699
-0.6131,2.9858,-0.1542,0.42249
-1.7563,-0.6541,0.1123,0.56013
4.9114,2.2192,-0.6693,0.21885
1.3112,0.1034,1.9195,1.02786
7.9643,3.1685,-0.0344,0.08258
-3.203,6.4643,-0.5068,0.07863
-5.5853,1.0472,1.2884,0.28334
7.6874,0.2567,-0.8047,0.12001
-9.5285,3.3613,0.1515,0.09254
-3.0116,4.1514,0.2001,0.18993
2.7435,-5.6275,-0.3422,0.21973
1.4444,-1.4826,-0.7188,0.36594
-1.3226,3.9274,-0.2112,0.47196
4.5672,-4.4901,0.6301,0.1055
0.8468,6.2839,-0.2724,0.17148
-5.153,-4.5986,0.0999,0.13926
7.9085,3.5722,0.1626,0.102
-8.2393,3.7107,0.089,0.07633
-3.2405,4.7882,-0.1173,0.31587
-2.2468,-3.635,0.0125,0.37408
0.9256,-1.61,-2.7878,0.61927
-4.5809,1.3462,-0.0967,0.31157
1.8713,-5.2579,0.163,0.20818
0.6266,-2.6144,-0.6531,0.85622
-5.8,0.6962,0.0757,0.10726
4.268,-4.4371,0.3907,0.2162
0.6376,-1.703,-0.2165,0.82061
-3.9704,-7.4343,-0.2428,0.09001
-2.0492,0.6229,-0.2275,0.65908
0.7063,-1.6246,0.556,0.64099
-0.9432,3.7512,0.379,0.32812
-3.0399,-2.291,0.0799,0.28809
-0.4259,6.7046,-0.093,0.19193
-3.5468,-7.7411,-0.046,0.12727
-1.9771,0.6978,1.2998,0.4532
-4.6101,6.4468,-0.2944,0.09937
-5.8022,-2.971,0.5863,0.22261
7.9008,5.5444,-0.1166,0.05896
5.0769,0.75,0.5744,0.3993
2.8833,-9.0774,0.4242,0.10658
8.5428,-0.9038,0.5718,0.1791
0.6373,6.11,0.0578,0.19851
-5.5437,1.7219,0.4298,0.2614
-1.8428,-3.7632,0.2518,0.38889
3.9159,3.6393,0.7571,0.18274
0.6951,2.0448,-1.7448,0.43361
-1.5582,-4.3415,-0.7681,0.33628
-9.0975,1.9198,0.0383,0.11005
-4.0862,2.6395,0.017,0.31557
3.6685,-5.8319,0.2339,0.17798
-4.4658,6.0015,-0.0565,0.11687
1.2632,2.2446,0.2992,0.6229
8.4165,-0.1466,0.0706,0.18709
-6.2556,5.8695,-0.0147,0.10647
-0.236,-9.5854,-0.085,0.15762
1.2248,-5.8545,0.5742,0.19891
0.9445,-1.75,-1.2017,0.79676
-5.2543,-0.2062,-0.0965,0.34325
-2.4396,0.5132,-1.7769,0.75921
-5.7841,5.2313,-0.0698,0.10645
-0.544,3.1029,-0.8686,0.35877
8.0415,4.1045,0.1034,0.08451
1.2073,6.8738,0.261,0.23342
-5.4327,-5.05,0.0639,0.08941
7.9046,4.4139,-0.0127,0.10863
-3.3359,6.774,0.7275,0.13111
-6.1011,-3.6498,0.2027,0.16976
-1.0349,-5.4066,-1.047,0.35534
0.7713,6.6661,-0.0266,0.23619
1.4674,-10.0078,-0.1639,0.09147
5.623,-2.9277,0.4898,0.15188
3.399,5.3272,0.1813,0.19487
3.9493,-9.2432,0.1674,0.10206
6.3937,-2.3688,-0.2446,0.19371
-4.5263,8.0576,-0.1189,0.11361
-3.0193,-7.7227,0.0255,0.09123
6.7568,5.9485,-0.4828,0.13482
-3.7731,6.1476,0.4632,0.1367
-0.7353,3.5048,0.2839,0.39015
6.0614,-2.6631,0.1166,0.19393
-6.9641,5.2865,0.2442,0.12811
0.6113,0.4787,0.1387,0.8723
-2.007,-4.077,-0.0481,0.22743
-3.8683,6.6693,-0.2048,0.12278
-0.3925,-9.4646,0.2406,0.09858
-1.3526,-4.7788,-0.664,0.34404
3.5257,-0.7003,-0.4483,0.29966
-6.5206,-2.5208,-0.4674,0.22483
8.1257,2.507,-0.1216,0.05846
0.5221,-2.4586,-0.9508,0.47303
-0.5128,4.1106,-0.1231,0.33533
-1.4681,-3.9835,-0.8867,0.37827
0.8699,6.4747,-0.6583,0.26683
-6.9752,0.0132,0.6056,0.19994
2.5335,-4.4549,0.685,0.22534
3.8965,2.2588,0.8705,0.38005
-0.2025,3.3542,-0.4209,0.46719
5.1387,-2.3679,0.1112,0.21948
-0.984,-0.2493,1.7318,1.04699
-3.0346,2.9054,0.1777,0.29183
7.3101,0.2871,0.2479,0.13706
2.8868,-0.9148,-0.1528,0.67407
0.9658,-0.2677,0.2864,0.63633
7.917,-1.7895,-0.2896,0.17222
3.4826,-0.3355,-0.9509,0.49331
-0.2195,-9.1317,-0.1167,0.10336
7.3275,3.2554,-0.2736,0.05136
4.6225,-0.4636,0.2336,0.25254
-6.1864,-0.0381,-0.1294,0.18076
8.6329,1.7935,-0.2197,0.05952
3.7246,0.1012,-0.1521,0.46052
-2.085,-8.8333,0.2328,0.14853
-1.7626,-1.8802,0.3257,0.6218
-6.5578,6.1158,0.5412,0.15531
-2.7478,-7.7188,0.0267,0.14703
5.3239,-3.3066,-0.1203,0.14801
2.3813,-1.8734,-1.126,0.41172
2.8226,-8.2113,-0.0037,0.11773
-2.3547,-1.6869,0.1754,0.33038
1.0161,6,-0.4267,0.19525
-1.2455,3.5842,0.3401,0.68127
1.9306,-5.6764,0.3548,0.08365
4.6697,2.4081,-0.2218,0.21394
-5.6433,1.5241,-0.361,0.20295
-1.0853,-0.4081,-1.091,0.66192
-6.7055,4.1244,0.3845,0.13417
-2.3218,-8.1215,-0.144,0.14187
0.3083,-5.2601,-0.2141,0.25901
2.5305,-2.5047,-0.6267,0.47948
-5.0227,1.69,0.753,0.19372
3.6637,-4.8123,0.0863,0.20131
-5.7273,6.5165,-0.0521,0.09426
-4.7653,-5.5944,0.2834,0.12985
-2.9167,-0.4304,0.4493,0.59595
-5.3748,6.013,-0.7717,0.12709
-5.5582,1.501,-0.5293,0.25137
0.8116,-4.0889,0.55,0.15033
4.013,3.1347,-0.6276,0.30458
-5.941,-0.4863,0.4101,0.21389
5.473,-3.7833,0.0891,0.26707
-1.5437,7.3188,-0.1125,0.05688
-5.7297,-2.6395,0.2193,0.22573
6.6494,-3.8315,-0.1235,0.10365
3.8368,2.7446,-0.4785,0.33562
-1.0838,-8.2023,-0.0876,0.1099
-1.727,-0.0042,1.2794,0.56595
3.7409,-0.9059,-0.381,0.44537
-2.4598,3.4567,-0.8282,0.19974
8.5894,0.4566,0.1899,0.15963
5.0646,0.8055,0.5953,0.32565
-0.6804,3.2064,0.9967,0.39945
5.6082,-4.8315,0.0802,0.1544
2.6334,-1.1295,-1.5421,0.36833
-5.4565,1.7365,0.6915,0.32865
8.5382,2.0474,0.1762,0.10078
3.7663,1.1793,0.1415,0.2455
0.2181,-9.1008,-0.2814,0.09744
7.547,4.2351,0.0786,0.11883
-3.8094,6.5821,-0.2987,0.18336
-0.7749,2.5076,-0.457,0.39823
-1.0529,-4.677,-0.6768,0.35173
-3.7151,6.4068,-0.0672,0.09622
-0.4745,4.1173,-0.0706,0.39907
7.8923,3.9273,0.0787,0.07992
2.2098,-1.5923,-0.4462,0.60501
-3.9398,-7.7943,0.0583,0.12794
-1.3322,-1.0957,0.9157,0.54629
2.4478,-2.4164,0.4701,0.54853
0.9192,-9.4814,0.3605,0.08437
-2.5967,-3.2311,0.4954,0.21597
1.1499,-1.9534,-0.3931,0.48469
-5.734,-5.3492,-0.0329,0.19246
8.2212,1.9052,0.0402,0.14541
-2.3029,7.2972,0.0278,0.17405
-4.1708,-8.2881,-0.0485,0.04932
6.9492,-2.3109,-0.4404,0.17266
-0.4612,-1.0735,1.167,0.81754
-4.6867,2.8963,0.3317,0.32051
1.6732,-5.2102,-0.157,0.30267
-5.8085,6.252,0.0965,0.09352
0.8484,-9.9343,0.08,0.0891
6.7268,6.765,0.2463,0.09988
1.7554,6.3239,-0.1566,0.1639
-0.7851,3.5748,0.6429,0.32472
-1.095,-3.5268,-0.4102,0.42213
-3.5393,8.1227,0.2457,0.0918
-5.4233,1.2739,0.2782,0.24211
8.217,1.5037,-0.1369,0.12921
-8.9107,3.091,-0.2167,0.10553
0.0833,-8.5294,-0.3487,0.1418
5.3597,-4.3765,-0.7088,0.20675
1.3785,-1.2183,-0.6975,0.60434
-6.42,-1.5325,0.2184,0.21456
6.4115,-1.2266,-0.1896,0.23242
4.6684,2.0023,0.223,0.29959
-5.6169,0.9401,-0.0343,0.20466
1.46,-5.3717,-0.0027,0.20328
1.1595,-2.0818,0.454,0.85615
-4.4189,-5.2894,-0.157,0.11596
-2.9838,-0.7929,-0.5484,0.34201
2.7094,1.0189,-1.2842,0.51847
-5.9679,-1.9021,0.1272,0.19532
2.9155,-5.3332,-0.2452,0.22006
5.5686,0.7952,-0.4288,0.37422
-6.4413,-2.4361,-0.3389,0.2142
8.587,2.5987,0.2249,0.0916
3.8797,3.9803,0.226,0.27637
-3.6652,2.9046,0.1777,0.3917
7.7783,1.4759,0.4088,0.09396
1.6708,5.7526,0.3889,0.21146
-6.0014,1.5262,-0.4511,0.26512
-2.7193,-3.4734,0.3428,0.35555
-9.4976,1.8683,0.1505,0.11284
3.8575,-9.1279,0.2656,0.05371
-1.9381,-2.9167,0.3627,0.29696
1.9219,5.397,-0.5158,0.25403
0.2153,0.0822,-2.0633,0.71536
-2.1462,-1.6816,-0.0002,0.53607
-1.3694,7.6895,0.5072,0.16642
-4.0552,3.6483,-0.1423,0.3061
-0.363,0.5806,-0.3084,0.67544
-0.4736,-0.4707,0.9307,1.33465
-2.5491,-8.128,-0.1185,0.11626
3.6504,-4.8929,-0.4123,0.17414
5.0419,2.8616,0.3318,0.13112
-6.5086,-1.9131,-0.1772,0.24972
-1.3414,-0.666,0.9839,0.45435
1.0619,-1.4633,0.9354,0.34601
-2.4841,-8.2723,-0.049,0.12266
-1.8369,-4.7487,-0.1957,0.1891
4.2576,0.4723,0.1698,0.37316
0.5637,-7.8418,0.2053,0.10504
6.174,6.705,-0.0089,0.11367
2.7815,-0.3473,-1.2413,0.41831
0.264,3.5196,0.1472,0.24492
-2.6903,-2.6921,-1.1649,0.26759
-6.1675,6.6652,0.0584,0.10422
-0.8217,2.5772,-0.4313,0.43519
7.7016,-1.0609,0.1502,0.1037
2.6366,-1.0307,-0.1202,0.46124
1.2649,2.5407,0.5997,0.35055
-2.5304,-0.4069,-1.7337,0.65291
2.1058,0.1747,-0.2921,0.59756
-5.8943,-1.8634,-0.1633,0.25547
8.1614,4.0903,0.2933,0.10793
4.687,2.5724,0.0506,0.15051
3.5195,-8.3412,-0.0026,0.06661
-1.8845,1.1329,-1.1644,0.60075
3.4592,0.241,0.256,0.54204
-5.3928,-2.4704,-0.2429,0.17915
-0.6457,-4.286,-0.1238,0.25911
-2.5574,7.6251,0.118,0.1565
-5.2737,-4.6212,-0.05,0.17075
-0.9199,0.5081,-0.555,0.60237
2.5102,5.6994,-0.2001,0.17118
0.8345,-0.1063,-0.4402,0.82594
-1.6075,-4.5302,0.056,0.23591
4.2961,1.1349,-0.0838,0.31034
-6.3854,-2.8249,0.6816,0.26899
0.9946,-4.9734,-0.508,0.21809
-1.1846,7.5082,-0.0133,0.18834
1.2985,-8.6529,-0.3599,0.08926
-3.0904,-2.5049,0.6915,0.44467
-2.2486,7.6093,-0.0479,0.09875
-0.1466,-8.3885,-0.1864,0.09486
-2.212,-0.6414,0.9552,0.50443
-7.1104,6.6925,-0.0598,0.07952
-6.2384,-4.8054,0.1305,0.164
8.7301,7.1761,-0.414,0.0642
-0.4686,6.319,0.0563,0.20281
-2.8435,-8.0053,0.4147,0.12577
5.7763,6.8656,0.1681,0.08089
-1.3255,7.3727,0.1269,0.16012
1.4823,-9.3097,0.179,0.08888
1.4457,-5.5638,-0.1885,0.25811
3.6883,0.1766,0.3029,0.25129
-3.0186,3.6317,-0.8186,0.30939
3.1243,-3.9629,0.8422,0.25261
3.9245,0.5901,-0.8302,0.44438
-3.8759,2.9842,-0.1766,0.26533
1.6636,-4.8636,-0.0941,0.20267
3.092,4.6199,-0.622,0.19629
-1.4341,-8.8376,0.0229,0.09515
-1.626,-0.3991,0.6987,0.71807
-4.7724,5.0846,-0.172,0.09689
-6.022,-0.3621,-0.5817,0.14721
6.2761,-2.2147,-0.0086,0.17833
2.7783,-1.3574,-0.8768,0.365
-1.6895,3.2283,0.6737,0.36791
-0.9533,-4.5491,-0.2836,0.35965
3.1172,-1.6494,1.0103,0.3575
-3.6499,-6.4177,-0.2408,0.22666
7.1566,3.4564,0.0276,0.06442
3.1008,5.7243,-0.1327,0.17487
-5.2694,-5.7879,-0.142,0.13944
-0.8749,-5.1543,0.0788,0.33215
-8.2151,5.6393,0.0904,0.13271
-5.1638,3.0857,0.7311,0.2776
-1.5583,-1.8349,0.391,0.37788
0.8254,-0.4313,0.1738,0.73623
-2.5982,-7.9271,0.0285,0.12746
7.4981,-0.9907,-0.0272,0.12283
2.7713,-0.9249,-0.9038,0.49379
-4.1174,-5.5147,0.0645,0.16886
8.0426,-0.2814,0.5412,0.13057
4.7593,1.9654,-0.7664,0.36339
-6.2842,-1.3659,-0.5972,0.18313
5.3976,8.2175,-0.0678,0.11127
4.7452,2.0619,0.1563,0.36995
-7.2741,-2.4679,0.422,0.17964
5.0993,-3.6106,0.1235,0.17179
0.2831,-0.3325,-2.7742,0.93933
4.4419,-9.63,0.2213,0.09161
4.7206,-3.9172,0.0662,0.12689
3.2352,-0.6316,0.3903,0.33794
-4.9112,-6.1397,0.2638,0.17319
-0.4722,-5.2114,-0.4112,0.35794
-3.6096,8.8233,-0.5323,0.13175
-1.5123,-8.923,0.3787,0.13676
7.7841,-1.0244,0.015,0.21156
0.6257,6.5958,-0.4091,0.26558
-3.4582,3.9198,-0.517,0.25387
-1.7107,-0.0188,-0.7768,0.74748
3.2133,-1.2112,0.0295,0.42825
-0.7764,-9.3039,0.2311,0.09365
-0.6711,0.1689,-1.0433,0.77309
3.8008,5.3604,0.5987,0.15638
-1.7505,3.1246,0.1225,0.36561
-0.7524,0.2615,-0.6631,0.86249
-5.4263,5.8211,-0.0163,0.18896
-1.2276,-9.2718,0.337,0.11337
-2.2005,-2.6478,-0.9208,0.35363
2.1313,6.6316,-0.0777,0.17535
2.6562,-8.5443,-0.0571,0.11101
7.6116,-2.8449,-0.2108,0.16427
4.7682,-0.1062,0.2978,0.3423
0.7856,1.5449,2.155,0.68964
-2.2634,-1.2336,-0.1689,0.57462
3.5143,-0.8554,-1.1932,0.42887
0.8789,0.9527,-1.7821,0.86444
7.0187,-2.7251,0.2829,0.20132
-1.2547,8.4033,0.269,0.18711
-5.8477,-4.1885,-0.4156,0.1624
6.1102,-3.8991,-0.0644,0.23302
-1.4844,7.6432,0.0891,0.12821
-4.5078,1.0695,-0.2235,0.20017
8.3148,3.4871,-0.1587,0.12729
4.5881,1.9221,-0.2115,0.19525
-2.2106,2.9873,0.4045,0.20225
5.8979,-3.5025,0.4838,0.22091
2.2569,6.4217,0.4833,0.233
-4.6532,1.9862,0.0571,0.19688
7.568,-1.8144,0.0785,0.13599
-3.2445,7.2576,-0.0413,0.1248
-6.5475,-0.6339,0.1343,0.16862
8.2987,3.0064,-0.2622,0.09586
2.6557,-1.0556,1.1249,0.46533
-4.3882,3.6343,0.4057,0.25401
4.3983,-3.6899,0.1461,0.22557
3.4649,3.2116,0.4548,0.28234
-6.3012,-1.4388,-0.7137,0.20849
-1.6445,1.1343,0.8798,0.58998
2.0391,4.988,0.2796,0.25541
-1.2669,3.6895,0.5338,0.41047
7.46,1.1563,-0.3189,0.1278
3.5414,4.415,-0.3084,0.37947
-3.2306,2.8277,0.5818,0.22047
7.2009,0.6466,0.1176,0.15392
3.0545,4.3997,-0.2191,0.32051
-5.7161,-1.6438,0.4185,0.19914
6.2239,-2.4443,-0.3542,0.14983
0.8902,7.7217,-0.0184,0.19728
-3.7234,-7.7316,0.38,0.14124
4.0115,-5.2757,-0.5972,0.09128
4.3442,4.3621,-0.2817,0.27664
0.9993,2.1162,0.122,0.71326
7.0128,5.7769,0.2891,0.08034
0.8384,7.7096,0.1674,0.147
-5.3073,-5.6878,0.3526,0.13106
-2.334,-2.5002,-0.2082,0.37553
5.1584,1.5351,0.2321,0.3344
-6.4022,-4.741,0.2818,0.1171
7.0047,6.0735,0.2211,0.07436
-8.7715,2.8877,-0.1095,0.09371
-4.0768,2.5384,0.3376,0.23118
-2.3894,-0.821,-0.8134,0.77359
-4.8873,5.7771,-0.1671,0.14825
-6.3399,-2.3122,-0.3161,0.23209
6.8869,-2.5028,-0.1983,0.19079
-9.3178,4.6405,0.0129,0.04722
1.9803,-9.3864,0.2848,0.11648
-3.0647,-2.352,-0.3667,0.41061
1.2078,6.753,0.2066,0.15702
0.733,1.3506,1.5711,0.75973
-1.3801,-0.2544,0.7597,0.85477
-3.4092,7.1588,-0.1525,0.07356
-1.9018,4.1476,-0.1954,0.37854
6.9307,-3.6648,-0.3352,0.17764
3.0144,6.0188,-0.2155,0.19331
-1.1788,3.5426,0.22,0.36458
5.2766,-3.4075,-0.0489,0.17545
3.8905,0.0704,0.0253,0.3814
-4.5585,-6.1901,0.0496,0.12736
6.8897,-0.8745,0.0285,0.08559
3.7176,0.7537,0.4222,0.41847
0.8222,3.1238,0.7225,0.52691
4.1474,-4.8861,-0.3917,0.20735
2.3032,-1.5566,-0.809,0.46206
0.7191,0.4477,0.5064,0.69662
6.0212,-4.3134,0.2371,0.22688
2.9986,-1.0033,0.4562,0.46004
-6.8933,-0.8739,-0.0026,0.20278
-1.2211,0.3777,-0.9448,0.85561
1.9748,5.8676,-0.1808,0.23672
1.1068,1.1371,1.6188,0.86322
2.3403,-5.653,0.155,0.29136
1.0911,-2.2153,0.1055,0.69356
-3.6297,-6.3446,0.2225,0.15577
-3.4918,0.1437,-0.9537,0.57264
-0.2909,-0.8544,-0.5135,0.32785
1.2926,0.7183,-0.549,0.44842
-2.1621,-2.6625,-0.1054,0.58944
4.0124,-0.4942,-0.169,0.46236
2.2211,-9.4269,-0.1113,0.10444
8.506,1.3206,0.3036,0.1129
3.6005,5.0304,0.1397,0.21954
0.3279,-9.757,-0.3698,0.08873
0.3171,-5.2127,0.6743,0.22115
1.3518,6.3987,-0.155,0.23395
-2.1164,2.7185,0.4387,0.29888
8.5255,1.6539,-0.0383,0.12668
-8.3495,5.3765,-0.3501,0.0884
-1.7403,-9.1808,0.0168,0.18478
-1.5619,-4.9976,0.5065,0.33819
1.1958,7.7314,-0.5607,0.22195
1.2047,0.029,-0.8496,0.54884
-0.4958,-5.2501,0.6688,0.2287
-0.1636,-1.3986,-0.3454,0.68588
-4.4168,1.9696,0.1068,0.1585
8.0688,1.9595,0.5156,0.08869
-1.5219,7.4009,-0.1449,0.16614
-1.175,-8.892,0.0734,0.15722
0.6576,-5.2803,-0.0875,0.14652
2.4775,-2.0049,-0.5452,0.4924
1.5978,2.9537,-1.2322,0.4858
7.1574,6.3399,0.2122,0.10393
4.186,3.8306,-0.7607,0.24372
-1.0958,-8.4229,0.0527,0.13933
-0.4312,0.3815,3.0858,0.59242
0.3754,-1.622,0.3339,0.76366
1.3009,-9.2812,0.0421,0.06917
7.4734,-1.6087,0.1018,0.19003
-5.9819,6.0906,-0.1025,0.1106
-5.3933,-5.2712,-0.374,0.19028
-1.1706,-4.2977,0.5488,0.4288
4.7317,0.6727,0.1228,0.2979
-6.1102,-3.7366,-0.14,0.18788
8.0069,6.9512,-0.1465,0.06338
3.3837,0.0343,0.2556,0.31778
-6.3228,-0.3309,-0.456,0.28329
-2.8124,-2.5924,0.2603,0.39864
4.137,0.7299,0.3311,0.33523
-0.2395,2.4621,0.178,0.30958
-2.1036,-3.0044,1.0906,0.42803
4.4212,0.5784,0.8177,0.1512
-6.1158,-1.6083,0.0947,0.19277
-1.7218,-4.1605,-0.4829,0.34805
3.6442,3.4831,0.1608,0.20084
-6.0247,-0.3718,0.2191,0.19259
6.5585,-3.8423,-0.106,0.22738
-7.5667,4.7301,-0.0123,0.10618
0.0119,-9.0453,0.2305,0.12468
0.3986,-3.8031,0.1772,0.39731
-6.2379,5.6309,0.1092,0.1385
-3.5175,-6.7555,-0.1837,0.10448
-1.401,-0.3515,1.6893,0.44599
-6.8332,5.1548,-0.4869,0.09545
0.2967,-8.8828,0.3456,0.07038
7.843,2.398,0.1462,0.19517
0.3151,-2.0233,1.1134,0.46397
2.6199,-8.9541,-0.0118,0.09535
0.2139,-5.0558,0.5641,0.27243
2.5272,5.5735,0.1342,0.1997
-5.0683,-4.9903,-0.2182,0.15372
7.0973,-2.2632,-0.1148,0.20502
4.2643,2.953,0.3183,0.24989
-1.6461,-7.9194,0.2711,0.21205
4.5784,-3.7878,-0.0527,0.16207
-0.5204,-0.9215,-1.2877,1.14612
-2.5897,3.0404,-0.4226,0.3182
2.3909,-4.0887,-0.0751,0.24468
3.6755,2.2185,0.097,0.33558
-6.2258,0.877,-0.1309,0.18629
8.538,-1.3892,0.1231,0.18213
2.553,5.5402,0.2489,0.18818
-4.8108,1.5169,0.1878,0.27979
-2.3882,-2.1653,0.2136,0.54552
-5.151,6.8838,-0.0153,0.07196
1.4945,-8.8652,-0.4818,0.11259
-1.3938,-3.8187,-0.4073,0.2817
-2.46,7.2756,-0.0551,0.13382
-6.602,-4.4608,0.1918,0.15774
-2.8326,-2.3273,-0.5213,0.44086
-2.2085,8.008,-0.1313,0.17833
0.6615,-0.2575,-0.9252,0.68419
8.4469,0.0027,-0.0338,0.13826
4.068,0.382,0.0128,0.33943
-6.935,-1.2685,0.0173,0.16247
6.3731,-2.2854,0.1632,0.16456
-2.6761,7.7814,0.1944,0.13884
-1.0519,3.2846,0.2817,0.29727
2.931,-5.5374,-0.4841,0.24502
3.0308,-1.0535,0.6621,0.39557
1.1376,1.9787,1.6746,0.35282
-3.3339,-1.7571,0.6891,0.44688
3.7213,2.7466,-0.3998,0.30562
-5.5503,-5.5514,0.3986,0.05465
-2.9564,-2.5576,-0.5788,0.32741
5.0876,1.3531,0.0942,0.32925
-5.334,0.9557,-0.4022,0.16612
6.2926,-2.6982,-0.5392,0.22085
-3.3468,7.0379,0.191,0.08644
-5.4227,0.7574,-0.4223,0.18936
7.7817,-0.1611,0.0929,0.13119
-3.6056,8.1568,-0.0719,0.17675
0.7489,-0.697,0.267,0.71172
0.4354,-6.0575,0.7602,0.2964
-6.9547,5.497,0.3849,0.12039
0.3941,2.4866,-1.2934,0.82392
7.6866,-0.1112,-0.134,0.16813
-0.0965,6.6314,0.1587,0.18413
-2.5026,-8.0917,-0.1096,0.06093
-0.2035,0.6858,-0.2768,0.58009
0.0066,-1.0315,1.9655,0.7908
-4.988,-5.673,0.2816,0.1308
-3.0422,-0.7262,-0.5244,0.4912
3.0131,4.3088,0.3369,0.21969
0.7355,1.4158,-0.5908,1.0639
5.2949,-2.1885,-0.0286,0.24967
1.429,6.9337,0.1198,0.23608
-7.3343,-3.4684,0.1292,0.12864
6.3421,-3.264,0.1556,0.19829
-7.7417,4.2978,-0.0397,0.08959
0.0398,3.3405,-0.3677,0.48154
8.5429,2.14,0.2462,0.11065
3.6899,-0.5142,0.6744,0.5079
-2.352,3.6057,-0.5701,0.24648
7.659,-0.4575,0.5675,0.17776
3.7901,-0.6437,0.9389,0.30407
-6.3974,-3.1299,0.1905,0.15398
-2.5238,-0.4767,-0.3891,0.43232
2.338,6.4406,0.2741,0.2181
-5.9062,-3.7743,-0.6232,0.11517
-1.7588,0.0637,-0.6536,0.42284
-5.827,6.9073,0.326,0.16138
1.1172,-9.1141,0.4354,0.11895
-2.0152,-0.5855,0.0817,0.33605
1.4982,5.9507,-0.0406,0.17911
-5.509,1.5004,0.2489,0.32168
-3.6953,-0.4935,-0.6776,0.46933
-0.7459,8.0587,-0.3934,0.13411
-0.4466,3.1334,-0.8357,0.29429
1.7464,-5.9502,0.6382,0.26541
3.8594,2.9029,-0.6268,0.37524
-5.1227,1.0951,0.3136,0.23927
7.2913,2.104,-0.4108,0.15406
-8.9479,3.2578,0.3552,0.08163
-6.0092,-4.2307,0.1089,0.20102
-0.357,0.773,0.1099,1.117
-6.911,6.1248,0.2852,0.10336
-5.336,-4.7145,0.7416,0.06256
7.0186,4.956,0.1652,0.11562
0.4647,-1.7912,0.8428,0.72391
-2.9756,3.9424,-0.089,0.24417
2.5152,-5.4484,-0.841,0.16768
1.7952,6.0686,-0.9546,0.14904
-5.1087,-3.9697,-0.2838,0.20137
-1.8581,-2.1567,-1.3968,0.58948
3.1054,-3.0934,0.5968,0.47433
-5.7072,0.8036,-0.2156,0.23368
2.7891,-4.8899,-0.2333,0.26887
-9.7974,0.9387,-0.0168,0.12534
-2.6837,2.5516,0.2975,0.26397
8.382,0.0168,-0.2798,0.13236
1.1916,-1.8158,0.3678,0.74805
-3.5042,-7.6069,-0.1165,0.08735
6.9068,4.5175,0.0006,0.06906
4.8461,1.3573,0.9191,0.36861
-5.1109,-6.1655,-0.1144,0.15074
-0.3227,-1.1707,2.2191,0.765
2.8122,5.9305,0.2965,0.20746
2.7434,-8.9569,-0.0593,0.11182
6.9506,-3.1696,0.024,0.22704
-1.8297,7.3789,-0.4203,0.15382
-5.935,0.63,0.1662,0.14019
8.7491,0.2497,0.6069,0.075
-6.8495,6.2974,-0.037,0.11543
-6.3272,0.9473,0.2563,0.23564
-2.954,-0.5769,-0.5688,0.37675
3.7182,3.1214,-0.17,0.25746
-6.4404,-2.3356,0.1873,0.1682
3.6304,-4.6394,0.8217,0.26942
2.0295,-2.5088,-0.4576,0.4677
1.6543,-8.5746,0.0221,0.07205
7.2283,-2.3909,-0.0421,0.15817
-2.4551,7.7088,0.0282,0.20689
-7.8142,0.4727,0.5703,0.15074
7.8532,6.0754,-0.0234,0.10071
-8.4547,4.2177,0.3016,0.0455
-2.227,-7.7674,-0.1727,0.11556
-1.9722,-3.9486,0.1179,0.46103
3.6987,-1.0962,0.9059,0.27639
-3.8358,2.4792,0.6423,0.44747
-0.5396,0.1321,0.6034,1.09997
2.0655,7.1496,0.0399,0.26052
-2.659,-8.3286,0.2238,0.13728
3.2104,-5.96,-0.5411,0.23536
2.6472,-1.8221,0.6736,0.36056
3.785,-8.407,-0.405,0.14291
5.2092,-5.0573,0.2762,0.1681
3.9007,-0.3983,-0.2404,0.25814
-4.48,1.944,0.1823,0.30028
8.9538,1.8464,0.2291,0.13638
-5.2389,6.4441,-0.2155,0.09647
-2.1905,-9.2315,-0.1642,0.06953
6.8479,5.79,0.1545,0.10268
-6.878,3.5161,-0.06,0.11617
-2.1814,-8.2184,0.3275,0.10292
8.2484,1.4186,-0.1296,0.10878
4.6933,3.0226,0.2944,0.14346
0.7093,2.1451,-2.6337,0.4161
7.8781,2.8418,-0.2365,0.13342
0.0246,-0.3907,-0.8014,1.11736
-0.3832,2.1158,-1.2566,0.50666
